trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
44,False,"{'a': 0.4, 'e': 0.5799999999999998}",25,0,-21.41770057752828,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
45,False,"{'a': 0.4, 'e': 0.5749999999999998}",25,0,-54.5410382353906,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
46,False,"{'a': 0.4, 'e': 0.5699999999999998}",30,9,-28.119071730404492,"{0: 13, 1: 5, 2: 3, 3: 0, 4: 0}",1
47,False,"{'a': 0.4, 'e': 0.5649999999999998}",30,0,-42.8738574605042,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
48,False,"{'a': 0.4, 'e': 0.5599999999999998}",25,1,-44.17423739977832,"{0: 19, 1: 3, 2: 0, 3: 1, 4: 1}",1
49,False,"{'a': 0.4, 'e': 0.5549999999999998}",30,0,-67.56954523977282,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
50,False,"{'a': 0.4, 'e': 0.5499999999999998}",20,0,-5.028723423328356,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
51,False,"{'a': 0.4, 'e': 0.5449999999999998}",20,0,-44.56402519244565,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
52,False,"{'a': 0.4, 'e': 0.5399999999999998}",20,0,-95.7115963509175,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
53,False,"{'a': 0.4, 'e': 0.5349999999999998}",25,12,-78.73649587395171,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 1}",1
54,False,"{'a': 0.4, 'e': 0.5299999999999998}",25,0,-69.3581725295491,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
55,False,"{'a': 0.4, 'e': 0.5249999999999998}",20,6,-34.91506794284208,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
56,False,"{'a': 0.4, 'e': 0.5199999999999998}",30,0,-122.5568140631888,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
57,False,"{'a': 0.4, 'e': 0.5149999999999998}",25,11,6.727596780861855,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.4, 'e': 0.5099999999999998}",25,0,-189.87591720199288,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
59,False,"{'a': 0.4, 'e': 0.5049999999999998}",20,3,3.027820663531135,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.4, 'e': 0.4999999999999998}",20,3,-43.33072411029413,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 0}",1
61,False,"{'a': 0.4, 'e': 0.4949999999999998}",30,0,-147.56918047475574,"{0: 17, 1: 4, 2: 5, 3: 3, 4: 1}",0
62,False,"{'a': 0.4, 'e': 0.48999999999999977}",25,10,-88.98102234656828,"{0: 9, 1: 1, 2: 2, 3: 2, 4: 1}",1
63,False,"{'a': 0.4, 'e': 0.48499999999999976}",20,1,-36.44325517692661,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 0}",1
64,False,"{'a': 0.4, 'e': 0.47999999999999976}",20,0,-87.05924494522641,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",1
65,False,"{'a': 0.4, 'e': 0.47499999999999976}",25,18,-11.129059123999856,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
66,False,"{'a': 0.4, 'e': 0.46999999999999975}",20,0,-85.9111095366721,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
67,False,"{'a': 0.4, 'e': 0.46499999999999975}",30,16,-29.843798237093658,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
68,False,"{'a': 0.4, 'e': 0.45999999999999974}",35,23,-24.4299436928471,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
69,False,"{'a': 0.4, 'e': 0.45499999999999974}",30,14,-34.187949765819596,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
70,False,"{'a': 0.4, 'e': 0.44999999999999973}",20,14,-3.618170604376891,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.4, 'e': 0.44499999999999973}",25,0,0.40873557890548473,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
72,False,"{'a': 0.4, 'e': 0.4399999999999997}",30,14,-33.45996207424344,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
73,False,"{'a': 0.4, 'e': 0.4349999999999997}",25,2,15.40992597547054,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.4, 'e': 0.4299999999999997}",30,2,-19.095687469281163,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 1}",1
75,False,"{'a': 0.4, 'e': 0.4249999999999997}",25,8,15.446271328410287,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.4, 'e': 0.4199999999999997}",25,1,-31.04404405847976,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 1}",1
77,False,"{'a': 0.4, 'e': 0.4149999999999997}",25,0,-2.2629485654624926,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
78,False,"{'a': 0.4, 'e': 0.4099999999999997}",25,13,-55.70911407230169,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
79,False,"{'a': 0.4, 'e': 0.4049999999999997}",25,7,-22.187121905318115,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
80,False,"{'a': 0.4, 'e': 0.3999999999999997}",25,15,10.932811361812853,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.4, 'e': 0.3949999999999997}",20,12,14.932225605097077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.4, 'e': 0.3899999999999997}",20,15,11.90676322549417,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.4, 'e': 0.3849999999999997}",20,0,-25.5927166271732,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
84,False,"{'a': 0.4, 'e': 0.37999999999999967}",20,9,10.030570829835362,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.4, 'e': 0.37499999999999967}",20,0,8.851838095492724,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
86,False,"{'a': 0.4, 'e': 0.36999999999999966}",30,0,-76.76127958117696,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
87,False,"{'a': 0.4, 'e': 0.36499999999999966}",20,10,17.01840920025556,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.4, 'e': 0.35999999999999965}",25,15,2.913984374653375,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.4, 'e': 0.35499999999999965}",20,12,3.840799232975921,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.4, 'e': 0.34999999999999964}",20,6,8.783790340671517,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.4, 'e': 0.34499999999999964}",20,0,0.5377289007622135,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
92,False,"{'a': 0.4, 'e': 0.33999999999999964}",30,3,3.9152701469701996,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 0}",1
93,False,"{'a': 0.4, 'e': 0.33499999999999963}",25,0,-25.90479257763729,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
94,False,"{'a': 0.4, 'e': 0.3299999999999996}",25,14,-1.5078127683311666,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
95,False,"{'a': 0.4, 'e': 0.3249999999999996}",25,18,-5.236933184846481,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.4, 'e': 0.3199999999999996}",25,0,-5.133327144399215,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
97,False,"{'a': 0.4, 'e': 0.3149999999999996}",20,2,-59.24883984981041,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
98,False,"{'a': 0.4, 'e': 0.3099999999999996}",25,12,1.342230867679449,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
99,False,"{'a': 0.4, 'e': 0.3049999999999996}",25,7,22.946330381705003,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.4, 'e': 0.2999999999999996}",25,17,13.276592017953066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.4, 'e': 0.2949999999999996}",20,14,12.71654967216164,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.4, 'e': 0.2899999999999996}",20,16,10.15196529628809,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.4, 'e': 0.2849999999999996}",30,0,6.2575210711652804,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",1
104,False,"{'a': 0.4, 'e': 0.2799999999999996}",25,1,-21.524070850939754,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
105,False,"{'a': 0.4, 'e': 0.2749999999999996}",20,0,11.15254229377529,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
106,False,"{'a': 0.4, 'e': 0.2699999999999996}",20,7,21.741627397837618,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.4, 'e': 0.26499999999999957}",25,18,12.676267102278619,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.4, 'e': 0.25999999999999956}",20,0,1.6533800989554441,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
109,False,"{'a': 0.4, 'e': 0.25499999999999956}",35,17,-65.81857257214666,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
110,False,"{'a': 0.4, 'e': 0.24999999999999956}",25,11,-45.623048699590754,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
111,False,"{'a': 0.4, 'e': 0.24499999999999955}",20,10,14.865027185185333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.4, 'e': 0.23999999999999955}",20,13,-1.241622370819191,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.4, 'e': 0.23499999999999954}",25,8,15.217876199823467,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.4, 'e': 0.22999999999999954}",20,6,5.670326043067128,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.4, 'e': 0.22499999999999953}",25,17,12.130770634417988,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.4, 'e': 0.21999999999999953}",20,12,-0.8656020928636374,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.4, 'e': 0.21499999999999952}",20,14,8.153857245897868,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.4, 'e': 0.20999999999999952}",20,0,19.780576243250092,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
119,False,"{'a': 0.4, 'e': 0.20499999999999952}",20,0,1.0089381570054246,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
120,False,"{'a': 0.4, 'e': 0.1999999999999995}",35,13,18.27724391597359,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.4, 'e': 0.1949999999999995}",20,6,11.045000594698232,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.4, 'e': 0.1899999999999995}",30,22,16.461398757134667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.4, 'e': 0.1849999999999995}",20,10,2.5303260975504305,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.4, 'e': 0.1799999999999995}",25,13,22.346250995223365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.4, 'e': 0.1749999999999995}",25,4,-29.16570525322106,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
126,False,"{'a': 0.4, 'e': 0.16999999999999948}",30,2,-72.16347572601356,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 2}",1
127,False,"{'a': 0.4, 'e': 0.16499999999999948}",20,9,19.127953175601547,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.4, 'e': 0.15999999999999948}",30,0,21.08829106448715,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
129,False,"{'a': 0.4, 'e': 0.15499999999999947}",20,15,9.058593113251549,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.4, 'e': 0.14999999999999947}",25,0,38.74597965523569,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
131,False,"{'a': 0.4, 'e': 0.14499999999999946}",20,13,10.922783364633403,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.4, 'e': 0.13999999999999946}",25,9,26.642053756879505,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.4, 'e': 0.13499999999999945}",25,11,5.802727473147643,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.4, 'e': 0.12999999999999945}",30,15,15.184365398711499,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.4, 'e': 0.12499999999999944}",20,13,5.130713562350349,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.4, 'e': 0.11999999999999944}",20,14,13.299899861002906,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.4, 'e': 0.11499999999999944}",30,14,28.661840357928664,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.4, 'e': 0.10999999999999943}",25,0,36.51532841266713,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.4, 'e': 0.10499999999999943}",20,4,30.048417091678775,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.4, 'e': 0.09999999999999942}",20,6,18.531314656298058,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.4, 'e': 0.09499999999999942}",20,11,18.12039103935406,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.4, 'e': 0.08999999999999941}",20,0,-19.43850504273195,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.4, 'e': 0.08499999999999941}",20,3,-37.243029212602934,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
144,False,"{'a': 0.4, 'e': 0.0799999999999994}",30,11,27.464897073010466,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.4, 'e': 0.0749999999999994}",20,14,11.430831267812165,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.4, 'e': 0.0699999999999994}",25,7,20.168083670612383,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.4, 'e': 0.06499999999999939}",25,17,14.069106414076773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.4, 'e': 0.059999999999999394}",30,23,8.69090157879018,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.4, 'e': 0.0549999999999994}",20,12,8.715537633154007,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.4, 'e': 0.0499999999999994}",20,0,27.443070481845478,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,10,30.324311105533607,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,8,20.32549276769223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,20,7.749768961820347,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,7,16.66791128279602,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,14,19.64847928636052,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,0,30.791413684232406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",25,10,25.45779130547863,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,11,31.898307509826324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,3,26.28223060404331,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,10,20.1693075016106,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,17,8.847554956186036,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,12,26.16203043508617,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,7,35.172976117015814,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,9,17.542590052719408,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,15,18.12798224160347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",35,19,30.078539149222305,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,11,24.333797973796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,15,15.018811943187616,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,12,18.10028134647787,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
